Date,English,Japanese,German,French,Chinese,Russian,Spanish
15-01-2016,4389.281442,898.8877686,1102.471936,709.6203236,419.0834059,1091.325722,1175.499325
16-01-2016,4298.127675,908.8134208,1027.221869,719.2101449,633.9674967,1091.190254,1028.874405
17-01-2016,4639.497719,966.6493564,1134.247264,757.2552522,499.1831795,1109.241313,1061.535788
18-01-2016,4734.595114,940.067006,1070.230603,699.9875857,386.1494573,1069.433564,1246.262421
19-01-2016,4587.360337,922.1562332,1066.863158,719.6772835,349.493064,1070.72274,1333.758405
20-01-2016,4332.960635,804.066125,1059.595892,707.5975733,349.020895,1021.003328,1321.248774
21-01-2016,4281.344616,851.6388821,995.2454844,677.3517021,347.873295,1041.075889,1306.397896
22-01-2016,4376.82176,930.3089912,1026.13792,704.3953488,339.1589761,1038.44335,1223.201436
23-01-2016,4224.585988,901.6439724,942.6154095,743.551174,357.721458,1025.9094,1000.008956
24-01-2016,4565.779036,975.6565024,1068.961018,747.6125154,342.7183818,1123.430369,1127.583837
25-01-2016,4939.903393,824.4080074,1049.35774,680.3467026,318.1817865,1060.601784,1376.789608
26-01-2016,4457.512859,786.2982722,1005.36917,668.0910572,315.9885658,1036.121755,1457.245149
27-01-2016,4363.958105,773.6518036,994.3692781,709.1240872,332.7331244,1053.800692,1543.07975
28-01-2016,4100.326655,735.3399736,987.0167682,695.3863611,336.1007603,991.5768872,1382.206909
29-01-2016,4108.397337,895.6485243,941.5420823,628.6532974,337.0720878,1005.948875,1127.764447
30-01-2016,4146.367928,903.8430816,976.120289,658.4489945,340.8322015,1090.062109,1036.766863
31-01-2016,4701.048034,927.9634869,1135.970669,768.8827098,334.3910848,1060.898416,1254.343521
01-02-2016,4932.149328,801.7749009,1092.29897,706.804404,347.9168843,1016.682199,1283.26107
02-02-2016,4934.28335,795.678283,994.0046369,707.4045051,324.8442161,1423.191586,1407.707513
03-02-2016,4609.53841,866.3891146,979.70351,726.1620604,322.2820825,1645.182532,1487.922951
04-02-2016,4471.37921,794.6222897,947.6683561,664.6397034,311.0108538,1001.528891,1460.817045
05-02-2016,4558.060934,852.4056581,887.7689653,643.3255814,318.8056765,922.464319,1226.131708
06-02-2016,4176.258752,849.2578924,867.1916752,645.7236827,323.7276104,987.7717348,1066.594925
07-02-2016,4768.783599,889.7490578,1016.53971,732.2188518,284.1242672,1020.331847,1180.83254
08-02-2016,5498.537788,785.2355734,1106.974982,740.5116841,318.619827,1008.854147,1500.714265
09-02-2016,4547.71665,838.5635554,983.9169138,688.3283339,340.8805502,952.578618,1497.023243
10-02-2016,4549.363821,847.1346973,949.7169354,700.148635,335.009809,975.1071096,1808.954652
11-02-2016,4066.186536,948.3864226,949.4257292,707.803112,360.1625167,1000.507123,1539.853223
12-02-2016,4284.68301,1008.344477,908.3534803,699.2856982,384.9698183,973.107509,1238.369323
13-02-2016,4305.016053,970.510303,908.9613415,687.6730704,398.8434616,1012.0679,1102.628047
14-02-2016,4797.982537,996.4550928,1012.653852,736.6913268,421.1770851,1098.249634,1274.198735
15-02-2016,4822.500622,797.4873477,996.0479862,707.9368049,354.12537,1034.737185,1435.872415
16-02-2016,5029.324374,742.3472175,974.6005284,672.9091675,342.2716931,985.389096,1548.672471
17-02-2016,4611.177617,741.8417111,947.0088424,714.2095832,353.3809275,957.409333,1622.467055
18-02-2016,4283.890949,791.713132,888.6854478,752.9516908,328.5706077,922.5129144,1510.896723
19-02-2016,4207.824457,784.0771866,851.4388311,623.3905179,335.2128388,917.4637199,1261.334423
20-02-2016,4214.737971,872.5150996,884.8564188,676.3696776,376.2098787,904.5349487,1091.027863
21-02-2016,4595.965157,901.2514316,974.3191891,718.0704415,385.7942423,936.715484,1271.138105
22-02-2016,4938.522358,764.1122804,972.5866178,719.8156387,353.224273,951.0826787,1448.17272
23-02-2016,4488.392857,725.2007244,895.8850488,682.336142,326.3264264,1009.482359,1517.019618
24-02-2016,4502.23121,692.5008076,1032.952553,692.8519267,326.4423356,921.88863,1512.31708
25-02-2016,4545.320682,651.0672507,941.6300749,687.7599708,336.98044,913.6447876,1418.159642
26-02-2016,4248.163182,750.1504576,910.521486,695.011347,336.5424575,896.5044601,1193.336627
27-02-2016,4199.88593,769.5920415,817.24446,685.3601281,382.6575541,948.880442,1076.724572
28-02-2016,4575.305749,803.0986246,1071.841592,746.5160656,422.9811365,1097.665091,1290.453053
29-02-2016,6031.576074,749.9573198,1157.715372,784.4139984,480.2637414,1164.140594,1805.460871
01-03-2016,4600.568359,681.5673731,950.6991427,702.7377823,352.3038482,979.0580482,1628.122041
02-03-2016,4530.709225,754.885615,952.5852159,714.9845523,334.4346161,966.7494342,1620.699979
03-03-2016,4470.843745,692.0841369,970.012347,671.3355803,323.6137327,993.6688191,1567.522354
04-03-2016,4398.775552,809.7072096,888.9948779,643.698517,343.7624354,917.55452,1407.438908
05-03-2016,4603.527335,831.6433361,836.954494,649.25323,379.6502989,1041.807948,1247.579928
06-03-2016,4999.018749,910.5959571,1040.466544,741.7813729,400.9917,1030.636134,1401.369038
07-03-2016,4954.420815,791.2004797,984.3253896,702.5140995,341.9028963,1080.014645,1588.856209
08-03-2016,4494.107972,765.4252851,947.3831347,680.6031907,334.4075686,1083.753628,1682.077546
09-03-2016,4390.349137,770.1610788,916.4334933,751.6236378,344.0853793,1048.700173,1653.89189
10-03-2016,4056.241828,693.922275,867.2805305,648.6693068,340.4141854,978.8612701,1497.432156
11-03-2016,4001.272026,780.7748519,891.0574217,641.757443,359.2902664,988.3714552,1322.922667
12-03-2016,3830.989215,788.4734472,834.1420715,606.3685541,399.45406,950.0641725,1077.221124
13-03-2016,3885.540236,861.5751065,996.686634,702.0569037,404.5786755,1052.817468,1279.557396
14-03-2016,4260.687614,765.8634428,1013.865423,685.3096843,362.6872134,1034.056917,1490.213235
15-03-2016,3938.541812,768.9573198,936.6930501,687.1892484,351.2900923,1053.48895,1547.787902
16-03-2016,4170.827858,761.7981009,940.817275,702.9521964,338.5867433,1030.007789,1585.501955
17-03-2016,3919.829061,772.3818707,862.3986629,647.4356252,340.8206512,1015.748436,1434.690525
18-03-2016,3636.904223,786.8590867,948.8221815,624.3522638,383.9990713,939.2896419,1189.291137
19-03-2016,3583.884561,861.6468112,802.9917507,620.6805977,385.6997504,964.2674078,994.2695998
20-03-2016,3803.037581,895.3618031,907.0965655,721.3764746,398.1174183,1001.123552,1091.014855
21-03-2016,3901.012444,856.4735451,914.6732086,673.7644085,351.6334668,979.6257489,1188.228588
22-03-2016,3732.723038,787.3368411,875.4084758,621.5470734,330.9563527,1084.619358,1192.805459
23-03-2016,3735.293969,708.9662767,898.9455977,954.2796877,328.1658251,923.8661962,1080.400171
24-03-2016,3692.165879,679.8390191,925.2898043,682.1686327,355.4070463,962.2604846,1074.25645
25-03-2016,3789.480007,721.9998042,1137.961773,636.7777216,347.5263219,931.5941952,1110.900775
26-03-2016,3755.706197,753.3067887,837.4541974,607.6200427,366.2369261,946.9765677,1134.507996
27-03-2016,4011.736104,822.5938035,964.2168006,692.5316818,383.8395148,985.4794967,1262.715403
28-03-2016,4222.543305,770.7952621,1009.40303,752.2226716,356.2653085,994.5884037,1483.537423
29-03-2016,4032.721794,699.7720621,1058.969213,668.1909336,333.905276,955.0817468,1446.789182
30-03-2016,3797.719346,694.9555577,930.9540627,710.7546343,344.6338731,894.096392,1475.62094
31-03-2016,3673.428986,687.5907689,846.7076077,650.5921245,324.8141506,978.8746505,1420.562869
01-04-2016,3644.173055,819.5959082,923.928506,602.9997191,354.7070056,883.8639329,1216.115858
02-04-2016,4301.17069,803.7364299,790.7682105,620.1384114,446.9210633,991.968646,1108.71789
03-04-2016,4708.296499,899.1227057,869.6089934,669.1473992,445.2567183,1098.671748,1293.645035
04-04-2016,4903.049652,832.7586021,960.9111447,678.7206494,455.1879389,1006.138064,1505.197811
05-04-2016,4643.919985,742.4213205,956.4912385,675.3161443,442.4172616,985.6278791,1537.30919
06-04-2016,4722.586693,752.943664,907.8514045,636.010673,390.115619,966.2840501,1607.529604
07-04-2016,4055.353036,812.361069,905.0007009,619.4898888,356.6010215,950.2872454,1516.36058
08-04-2016,3898.879003,771.9075914,963.2701785,599.7956971,413.7652214,863.845227,1267.375649
09-04-2016,4000.372532,912.4842152,808.1622365,576.5128075,422.0746996,834.5164426,1051.560239
10-04-2016,4230.447445,988.3034604,951.3707877,638.7918211,435.4895235,1023.52017,1273.672685
11-04-2016,4294.540567,774.7069649,919.6499164,662.8627682,379.7676011,952.9285714,1561.340678
12-04-2016,4070.672018,719.9030884,944.1926457,644.8096281,354.4799466,1049.973173,1510.027507
13-04-2016,4034.08968,723.247565,916.7796409,696.9554544,363.2705322,931.5510584,1514.910157
